起站,訖站,全票票價,敬老卡愛心卡愛心陪伴卡及新北市兒童優惠票價,臺北市兒童優惠票價,距離
台北車站,新店,30,12,18,10.96
台北車站,新店區公所,30,12,18,9.85
台北車站,七張,30,12,18,8.95
台北車站,大坪林,30,12,18,8.1
台北車站,景美,25,10,15,6.95
台北車站,萬隆,25,10,15,5.89
台北車站,公館,20,8,12,4.33
台北車站,台電大樓,20,8,12,3.43
台北車站,古亭,20,8,12,2.55
台北車站,中正紀念堂,20,8,12,1.62
台北車站,小南門,20,8,12,2.17
台北車站,頂溪,20,8,12,4.69
台北車站,永安市場,25,10,15,6.02
台北車站,景安,25,10,15,7.1
台北車站,南勢角,25,10,15,7.91
台北車站,台大醫院,20,8,12,0.63
台北車站,台北車站,20,8,12,0
台北車站,台北車站,20,8,12,0
台北車站,中山,20,8,12,0.66
台北車站,雙連,20,8,12,1.21
台北車站,民權西路,20,8,12,1.74
台北車站,圓山,20,8,12,2.77
台北車站,劍潭,20,8,12,4.29
台北車站,士林,25,10,15,5.38
台北車站,芝山,25,10,15,6.48
台北車站,明德,25,10,15,7.36
台北車站,石牌,25,10,15,7.96
台北車站,唭哩岸,30,12,18,9.22
台北車站,奇岩,30,12,18,10.05
台北車站,北投,30,12,18,10.81
台北車站,新北投,35,14,21,11.84
台北車站,復興崗,35,14,21,12.42
台北車站,忠義,35,14,21,13.87
台北車站,關渡,40,16,24,14.74
台北車站,竹圍,40,16,24,16.88
台北車站,紅樹林,45,18,27,18.79
台北車站,淡水,50,20,30,20.88
台北車站,頂埔,40,16,24,15.99
台北車站,永寧,35,14,21,14.04
台北車站,土城,35,14,21,12.93
台北車站,海山,35,14,21,11.46
台北車站,亞東醫院,30,12,18,9.82
台北車站,府中,30,12,18,8.54
台北車站,板橋,25,10,15,7.89
台北車站,新埔,25,10,15,6.61
台北車站,江子翠,25,10,15,5.74
台北車站,龍山寺,20,8,12,2.66
台北車站,西門,20,8,12,1.35
台北車站,善導寺,20,8,12,0.68
台北車站,忠孝新生,20,8,12,1.62
台北車站,忠孝復興,20,8,12,2.74
台北車站,忠孝敦化,20,8,12,3.41
台北車站,國父紀念館,20,8,12,4.14
台北車站,市政府,20,8,12,4.98
台北車站,永春,25,10,15,5.96
台北車站,後山埤,25,10,15,6.78
台北車站,昆陽,25,10,15,8.14
台北車站,南港,30,12,18,9.56
台北車站,南港展覽館,30,12,18,10.65
台北車站,象山,25,10,15,6.35
台北車站,台北101/世貿,25,10,15,5.62
台北車站,信義安和,20,8,12,4.62
台北車站,大安,20,8,12,3.63
台北車站,大安森林公園,20,8,12,3.49
台北車站,北門,20,8,12,1.92
台北車站,中山,20,8,12,0.66
台北車站,松江南京,20,8,12,1.96
台北車站,南京復興,20,8,12,2.95
台北車站,台北小巨蛋,20,8,12,3.89
台北車站,南京三民,25,10,15,5.08
台北車站,松山,25,10,15,6.44
台北車站,輔大,30,12,18,11
台北車站,新莊,30,12,18,9.26
台北車站,頭前庄,30,12,18,8.24
台北車站,先嗇宮,25,10,15,7.31
台北車站,三重,25,10,15,5.59
台北車站,菜寮,20,8,12,4.72
台北車站,台北橋,20,8,12,3.73
台北車站,大橋頭,20,8,12,2.4
台北車站,民權西路,20,8,12,1.74
台北車站,中山國小,20,8,12,2.45
台北車站,行天宮,20,8,12,2.75
台北車站,松江南京,20,8,12,1.96
台北車站,忠孝新生,20,8,12,1.62
台北車站,東門,20,8,12,2.82
台北車站,蘆洲,30,12,18,8.41
台北車站,三民高中,25,10,15,7.25
台北車站,徐匯中學,25,10,15,6.34
台北車站,三和國中,25,10,15,5.51
台北車站,三重國小,20,8,12,4.28
台北車站,迴龍,35,14,21,13.77
台北車站,丹鳳,35,14,21,12.37
台北車站,大坪林,30,12,18,8.1
台北車站,十四張,30,12,18,9.65
台北車站,秀朗橋,30,12,18,9.09
台北車站,景平,30,12,18,8.19
台北車站,景安,25,10,15,7.1
台北車站,中和,30,12,18,8.63
台北車站,橋和,30,12,18,9.26
台北車站,中原,30,12,18,10
台北車站,板新,30,12,18,8.78
台北車站,板橋,25,10,15,7.89
台北車站,新埔民生,25,10,15,6.61
台北車站,頭前庄,30,12,18,8.24
台北車站,幸福,30,12,18,9.4
台北車站,新北產業園區,30,12,18,10.64
台北車站,松山機場,25,10,15,5.36
台北車站,中山國中,20,8,12,3.88
台北車站,南京復興,20,8,12,2.95
台北車站,忠孝復興,20,8,12,2.74
台北車站,大安,20,8,12,3.63
台北車站,科技大樓,20,8,12,4.38
台北車站,六張犁,25,10,15,5.51
台北車站,麟光,25,10,15,6.33
台北車站,辛亥,25,10,15,7.93
台北車站,萬芳醫院,30,12,18,8.69
台北車站,萬芳社區,30,12,18,9.83
台北車站,木柵,30,12,18,10.35
台北車站,動物園,35,14,21,11.03
台北車站,大直,25,10,15,7.94
台北車站,劍南路,30,12,18,9.27
台北車站,西湖,30,12,18,10.56
台北車站,港墘,35,14,21,11.38
台北車站,文德,35,14,21,12.39
台北車站,內湖,35,14,21,13.52
台北車站,大湖公園,40,16,24,14.39
台北車站,葫洲,35,14,21,13.19
台北車站,東湖,35,14,21,12.34
台北車站,南港軟體園區,35,14,21,11.3
台北車站,南港展覽館,30,12,18,10.65
台北車站,小碧潭,30,12,18,10.89
台北車站,新店,30,12,18,10.96
台北車站,新店區公所,30,12,18,9.85
台北車站,七張,30,12,18,8.95
台北車站,大坪林,30,12,18,8.1
台北車站,景美,25,10,15,6.95
台北車站,萬隆,25,10,15,5.89
台北車站,公館,20,8,12,4.33
台北車站,台電大樓,20,8,12,3.43
台北車站,古亭,20,8,12,2.55
台北車站,中正紀念堂,20,8,12,1.62
台北車站,小南門,20,8,12,2.17
台北車站,頂溪,20,8,12,4.69
台北車站,永安市場,25,10,15,6.02
台北車站,景安,25,10,15,7.1
台北車站,南勢角,25,10,15,7.91
台北車站,台大醫院,20,8,12,0.63
台北車站,台北車站,20,8,12,0
台北車站,台北車站,20,8,12,0
台北車站,中山,20,8,12,0.66
台北車站,雙連,20,8,12,1.21
台北車站,民權西路,20,8,12,1.74
台北車站,圓山,20,8,12,2.77
台北車站,劍潭,20,8,12,4.29
台北車站,士林,25,10,15,5.38
台北車站,芝山,25,10,15,6.48
台北車站,明德,25,10,15,7.36
台北車站,石牌,25,10,15,7.96
台北車站,唭哩岸,30,12,18,9.22
台北車站,奇岩,30,12,18,10.05
台北車站,北投,30,12,18,10.81
台北車站,新北投,35,14,21,11.84
台北車站,復興崗,35,14,21,12.42
台北車站,忠義,35,14,21,13.87
台北車站,關渡,40,16,24,14.74
台北車站,竹圍,40,16,24,16.88
台北車站,紅樹林,45,18,27,18.79
台北車站,淡水,50,20,30,20.88
台北車站,頂埔,40,16,24,15.99
台北車站,永寧,35,14,21,14.04
台北車站,土城,35,14,21,12.93
台北車站,海山,35,14,21,11.46
台北車站,亞東醫院,30,12,18,9.82
台北車站,府中,30,12,18,8.54
台北車站,板橋,25,10,15,7.89
台北車站,新埔,25,10,15,6.61
台北車站,江子翠,25,10,15,5.74
台北車站,龍山寺,20,8,12,2.66
台北車站,西門,20,8,12,1.35
台北車站,善導寺,20,8,12,0.68
台北車站,忠孝新生,20,8,12,1.62
台北車站,忠孝復興,20,8,12,2.74
台北車站,忠孝敦化,20,8,12,3.41
台北車站,國父紀念館,20,8,12,4.14
台北車站,市政府,20,8,12,4.98
台北車站,永春,25,10,15,5.96
台北車站,後山埤,25,10,15,6.78
台北車站,昆陽,25,10,15,8.14
台北車站,南港,30,12,18,9.56
台北車站,南港展覽館,30,12,18,10.65
台北車站,象山,25,10,15,6.35
台北車站,台北101/世貿,25,10,15,5.62
台北車站,信義安和,20,8,12,4.62
台北車站,大安,20,8,12,3.63
台北車站,大安森林公園,20,8,12,3.49
台北車站,北門,20,8,12,1.92
台北車站,中山,20,8,12,0.66
台北車站,松江南京,20,8,12,1.96
台北車站,南京復興,20,8,12,2.95
台北車站,台北小巨蛋,20,8,12,3.89
台北車站,南京三民,25,10,15,5.08
台北車站,松山,25,10,15,6.44
台北車站,輔大,30,12,18,11
台北車站,新莊,30,12,18,9.26
台北車站,頭前庄,30,12,18,8.24
台北車站,先嗇宮,25,10,15,7.31
台北車站,三重,25,10,15,5.59
台北車站,菜寮,20,8,12,4.72
台北車站,台北橋,20,8,12,3.73
台北車站,大橋頭,20,8,12,2.4
台北車站,民權西路,20,8,12,1.74
台北車站,中山國小,20,8,12,2.45
台北車站,行天宮,20,8,12,2.75
台北車站,松江南京,20,8,12,1.96
台北車站,忠孝新生,20,8,12,1.62
台北車站,東門,20,8,12,2.82
台北車站,蘆洲,30,12,18,8.41
台北車站,三民高中,25,10,15,7.25
台北車站,徐匯中學,25,10,15,6.34
台北車站,三和國中,25,10,15,5.51
台北車站,三重國小,20,8,12,4.28
台北車站,迴龍,35,14,21,13.77
台北車站,丹鳳,35,14,21,12.37
台北車站,大坪林,30,12,18,8.1
台北車站,十四張,30,12,18,9.65
台北車站,秀朗橋,30,12,18,9.09
台北車站,景平,30,12,18,8.19
台北車站,景安,25,10,15,7.1
台北車站,中和,30,12,18,8.63
台北車站,橋和,30,12,18,9.26
台北車站,中原,30,12,18,10
台北車站,板新,30,12,18,8.78
台北車站,板橋,25,10,15,7.89
台北車站,新埔民生,25,10,15,6.61
台北車站,頭前庄,30,12,18,8.24
台北車站,幸福,30,12,18,9.4
台北車站,新北產業園區,30,12,18,10.64
中山,松山機場,20,8,12,4.7
中山,中山國中,20,8,12,3.22
中山,南京復興,20,8,12,2.29
中山,忠孝復興,20,8,12,3.4
中山,大安,20,8,12,4.29
中山,科技大樓,25,10,15,5.04
中山,六張犁,25,10,15,6.17
中山,麟光,25,10,15,6.99
中山,辛亥,30,12,18,8.59
中山,萬芳醫院,30,12,18,9.35
中山,萬芳社區,30,12,18,10.49
中山,木柵,35,14,21,11.01
中山,動物園,35,14,21,11.69
中山,大直,25,10,15,7.28
中山,劍南路,30,12,18,8.61
中山,西湖,30,12,18,9.9
中山,港墘,30,12,18,10.72
中山,文德,35,14,21,11.73
中山,內湖,35,14,21,12.86
中山,大湖公園,35,14,21,13.73
中山,葫洲,35,14,21,13.85
中山,東湖,35,14,21,13
中山,南港軟體園區,35,14,21,11.96
中山,南港展覽館,35,14,21,11.31
中山,小碧潭,35,14,21,11.55
中山,新店,35,14,21,11.62
中山,新店區公所,30,12,18,10.51
中山,七張,30,12,18,9.61
中山,大坪林,30,12,18,8.76
中山,景美,25,10,15,7.61
中山,萬隆,25,10,15,6.55
中山,公館,20,8,12,4.99
中山,台電大樓,20,8,12,4.09
中山,古亭,20,8,12,3.21
中山,中正紀念堂,20,8,12,2.28
中山,小南門,20,8,12,2.83
中山,頂溪,25,10,15,5.35
中山,永安市場,25,10,15,6.68
中山,景安,25,10,15,7.76
中山,南勢角,30,12,18,8.57
中山,台大醫院,20,8,12,1.29
中山,台北車站,20,8,12,0.66
中山,台北車站,20,8,12,0.66
中山,中山,20,8,12,0
中山,雙連,20,8,12,0.55
中山,民權西路,20,8,12,1.08
中山,圓山,20,8,12,2.11
中山,劍潭,20,8,12,3.63
中山,士林,20,8,12,4.72
中山,芝山,25,10,15,5.82
中山,明德,25,10,15,6.7
中山,石牌,25,10,15,7.3
中山,唭哩岸,30,12,18,8.56
中山,奇岩,30,12,18,9.39
中山,北投,30,12,18,10.15
中山,新北投,35,14,21,11.18
中山,復興崗,35,14,21,11.76
中山,忠義,35,14,21,13.21
中山,關渡,40,16,24,14.08
中山,竹圍,40,16,24,16.22
中山,紅樹林,45,18,27,18.13
中山,淡水,50,20,30,20.22
中山,頂埔,40,16,24,16.65
中山,永寧,40,16,24,14.7
中山,土城,35,14,21,13.59
中山,海山,35,14,21,12.12
中山,亞東醫院,30,12,18,10.48
中山,府中,30,12,18,9.2
中山,板橋,30,12,18,8.55
中山,新埔,25,10,15,7.27
中山,江子翠,25,10,15,6.4
中山,龍山寺,20,8,12,3.32
中山,西門,20,8,12,2.01
中山,善導寺,20,8,12,1.34
中山,忠孝新生,20,8,12,2.28
中山,忠孝復興,20,8,12,3.4
中山,忠孝敦化,20,8,12,4.07
中山,國父紀念館,20,8,12,4.8
中山,市政府,25,10,15,5.64
中山,永春,25,10,15,6.62
中山,後山埤,25,10,15,7.44
中山,昆陽,30,12,18,8.8
中山,南港,30,12,18,10.22
中山,南港展覽館,35,14,21,11.31
中山,象山,25,10,15,7.01
中山,台北101/世貿,25,10,15,6.28
中山,信義安和,25,10,15,5.28
中山,大安,20,8,12,4.29
中山,大安森林公園,20,8,12,4.15
中山,北門,20,8,12,1.26
中山,中山,20,8,12,0
中山,松江南京,20,8,12,1.3
中山,南京復興,20,8,12,2.29
中山,台北小巨蛋,20,8,12,3.23
中山,南京三民,20,8,12,4.42
中山,松山,25,10,15,5.78
中山,輔大,30,12,18,10.68
中山,新莊,30,12,18,8.94
中山,頭前庄,25,10,15,7.93
中山,先嗇宮,25,10,15,6.65
中山,三重,20,8,12,4.93
中山,菜寮,20,8,12,4.06
中山,台北橋,20,8,12,3.07
中山,大橋頭,20,8,12,1.74
中山,民權西路,20,8,12,1.08
中山,中山國小,20,8,12,1.79
中山,行天宮,20,8,12,2.09
中山,松江南京,20,8,12,1.3
中山,忠孝新生,20,8,12,2.28
中山,東門,20,8,12,3.48
中山,蘆洲,25,10,15,7.75
中山,三民高中,25,10,15,6.59
中山,徐匯中學,25,10,15,5.68
中山,三和國中,20,8,12,4.85
中山,三重國小,20,8,12,3.62
中山,迴龍,35,14,21,13.45
中山,丹鳳,35,14,21,12.05
中山,大坪林,30,12,18,8.76
中山,十四張,30,12,18,10.31
中山,秀朗橋,30,12,18,9.75
中山,景平,30,12,18,8.85
中山,景安,25,10,15,7.76
中山,中和,30,12,18,9.29
中山,橋和,30,12,18,9.92
中山,中原,30,12,18,10.66
中山,板新,30,12,18,9.44
中山,板橋,30,12,18,8.55
中山,新埔民生,25,10,15,7.27
中山,頭前庄,25,10,15,7.93
中山,幸福,30,12,18,9.08
中山,新北產業園區,30,12,18,10.32
雙連,松山機場,25,10,15,5.25
雙連,中山國中,20,8,12,3.77
雙連,南京復興,20,8,12,2.84
雙連,忠孝復興,20,8,12,3.95
雙連,大安,20,8,12,4.84
雙連,科技大樓,25,10,15,5.59
雙連,六張犁,25,10,15,6.72
雙連,麟光,25,10,15,7.54
雙連,辛亥,30,12,18,9.14
雙連,萬芳醫院,30,12,18,9.9
雙連,萬芳社區,35,14,21,11.04
雙連,木柵,35,14,21,11.56
雙連,動物園,35,14,21,12.24
雙連,大直,25,10,15,7.83
雙連,劍南路,30,12,18,9.16
雙連,西湖,30,12,18,10.45
雙連,港墘,35,14,21,11.27
雙連,文德,35,14,21,12.28
雙連,內湖,35,14,21,13.41
雙連,大湖公園,40,16,24,14.28
雙連,葫洲,40,16,24,14.4
雙連,東湖,35,14,21,13.55
雙連,南港軟體園區,35,14,21,12.51
雙連,南港展覽館,35,14,21,11.86
雙連,小碧潭,35,14,21,12.1
雙連,新店,35,14,21,12.17
雙連,新店區公所,35,14,21,11.06
雙連,七張,30,12,18,10.16
雙連,大坪林,30,12,18,9.31
雙連,景美,30,12,18,8.16
雙連,萬隆,25,10,15,7.1
雙連,公館,25,10,15,5.54
雙連,台電大樓,20,8,12,4.64
雙連,古亭,20,8,12,3.76
雙連,中正紀念堂,20,8,12,2.83
雙連,小南門,20,8,12,3.38
雙連,頂溪,25,10,15,5.9
雙連,永安市場,25,10,15,7.23
雙連,景安,30,12,18,8.31
雙連,南勢角,30,12,18,9.12
雙連,台大醫院,20,8,12,1.84
雙連,台北車站,20,8,12,1.21
雙連,台北車站,20,8,12,1.21
雙連,中山,20,8,12,0.55
雙連,雙連,20,8,12,0
雙連,民權西路,20,8,12,0.53
雙連,圓山,20,8,12,1.56
雙連,劍潭,20,8,12,3.08
雙連,士林,20,8,12,4.17
雙連,芝山,25,10,15,5.27
雙連,明德,25,10,15,6.15
雙連,石牌,25,10,15,6.75
雙連,唭哩岸,30,12,18,8.01
雙連,奇岩,30,12,18,8.84
雙連,北投,30,12,18,9.6
雙連,新北投,30,12,18,10.63
雙連,復興崗,35,14,21,11.21
雙連,忠義,35,14,21,12.66
雙連,關渡,35,14,21,13.53
雙連,竹圍,40,16,24,15.67
雙連,紅樹林,45,18,27,17.58
雙連,淡水,45,18,27,19.67
雙連,頂埔,45,18,27,17.2
雙連,永寧,40,16,24,15.25
雙連,土城,40,16,24,14.14
雙連,海山,35,14,21,12.67
雙連,亞東醫院,35,14,21,11.03
雙連,府中,30,12,18,9.75
雙連,板橋,30,12,18,9.1
雙連,新埔,25,10,15,7.82
雙連,江子翠,25,10,15,6.95
雙連,龍山寺,20,8,12,3.87
雙連,西門,20,8,12,2.56
雙連,善導寺,20,8,12,1.89
雙連,忠孝新生,20,8,12,2.83
雙連,忠孝復興,20,8,12,3.95
雙連,忠孝敦化,20,8,12,4.62
雙連,國父紀念館,25,10,15,5.35
雙連,市政府,25,10,15,6.19
雙連,永春,25,10,15,7.17
雙連,後山埤,25,10,15,7.99
雙連,昆陽,30,12,18,9.35
雙連,南港,30,12,18,10.77
雙連,南港展覽館,35,14,21,11.86
雙連,象山,25,10,15,7.56
雙連,台北101/世貿,25,10,15,6.83
雙連,信義安和,25,10,15,5.83
雙連,大安,20,8,12,4.84
雙連,大安森林公園,20,8,12,4.7
雙連,北門,20,8,12,1.81
雙連,中山,20,8,12,0.55
雙連,松江南京,20,8,12,1.85
雙連,南京復興,20,8,12,2.84
雙連,台北小巨蛋,20,8,12,3.78
雙連,南京三民,20,8,12,4.97
雙連,松山,25,10,15,6.33
雙連,輔大,30,12,18,10.13
雙連,新莊,30,12,18,8.39
雙連,頭前庄,25,10,15,7.38
雙連,先嗇宮,25,10,15,6.1
雙連,三重,20,8,12,4.38
雙連,菜寮,20,8,12,3.51
雙連,台北橋,20,8,12,2.52
雙連,大橋頭,20,8,12,1.19
雙連,民權西路,20,8,12,0.53
雙連,中山國小,20,8,12,1.24
雙連,行天宮,20,8,12,2.19
雙連,松江南京,20,8,12,1.85
雙連,忠孝新生,20,8,12,2.83
雙連,東門,20,8,12,4.03
雙連,蘆洲,25,10,15,7.2
雙連,三民高中,25,10,15,6.04
雙連,徐匯中學,25,10,15,5.13
雙連,三和國中,20,8,12,4.3
雙連,三重國小,20,8,12,3.07
雙連,迴龍,35,14,21,12.9
雙連,丹鳳,35,14,21,11.5
雙連,大坪林,30,12,18,9.31
雙連,十四張,30,12,18,10.86
雙連,秀朗橋,30,12,18,10.3
雙連,景平,30,12,18,9.4
雙連,景安,30,12,18,8.31
雙連,中和,30,12,18,9.84
雙連,橋和,30,12,18,10.47
雙連,中原,35,14,21,11.21
雙連,板新,30,12,18,9.99
雙連,板橋,30,12,18,9.1
雙連,新埔民生,25,10,15,7.82
雙連,頭前庄,25,10,15,7.38
雙連,幸福,30,12,18,8.53
雙連,新北產業園區,30,12,18,9.77
民權西路,松山機場,25,10,15,5.78
民權西路,中山國中,20,8,12,4.3
民權西路,南京復興,20,8,12,3.37
民權西路,忠孝復興,20,8,12,4.48
民權西路,大安,25,10,15,5.37
民權西路,科技大樓,25,10,15,6.12
民權西路,六張犁,25,10,15,7.25
民權西路,麟光,30,12,18,8.07
民權西路,辛亥,30,12,18,9.67
民權西路,萬芳醫院,30,12,18,10.43
民權西路,萬芳社區,35,14,21,11.57
民權西路,木柵,35,14,21,12.09
民權西路,動物園,35,14,21,12.77
民權西路,大直,30,12,18,8.36
民權西路,劍南路,30,12,18,9.69
民權西路,西湖,30,12,18,10.98
民權西路,港墘,35,14,21,11.8
民權西路,文德,35,14,21,12.81
民權西路,內湖,35,14,21,13.94
民權西路,大湖公園,40,16,24,14.81
民權西路,葫洲,40,16,24,14.93
民權西路,東湖,40,16,24,14.08
民權西路,南港軟體園區,35,14,21,13.04
民權西路,南港展覽館,35,14,21,12.39
民權西路,小碧潭,35,14,21,12.63
民權西路,新店,35,14,21,12.7
民權西路,新店區公所,35,14,21,11.59
民權西路,七張,30,12,18,10.69
民權西路,大坪林,30,12,18,9.84
民權西路,景美,30,12,18,8.69
民權西路,萬隆,25,10,15,7.63
民權西路,公館,25,10,15,6.07
民權西路,台電大樓,25,10,15,5.17
民權西路,古亭,20,8,12,4.29
民權西路,中正紀念堂,20,8,12,3.36
民權西路,小南門,20,8,12,3.91
民權西路,頂溪,25,10,15,6.43
民權西路,永安市場,25,10,15,7.76
民權西路,景安,30,12,18,8.84
民權西路,南勢角,30,12,18,9.65
民權西路,台大醫院,20,8,12,2.37
民權西路,台北車站,20,8,12,1.74
民權西路,台北車站,20,8,12,1.74
民權西路,中山,20,8,12,1.08
民權西路,雙連,20,8,12,0.53
民權西路,民權西路,20,8,12,0
民權西路,圓山,20,8,12,1.03
民權西路,劍潭,20,8,12,2.55
民權西路,士林,20,8,12,3.64
民權西路,芝山,20,8,12,4.74
民權西路,明德,25,10,15,5.62
民權西路,石牌,25,10,15,6.22
民權西路,唭哩岸,25,10,15,7.48
民權西路,奇岩,30,12,18,8.31
民權西路,北投,30,12,18,9.07
民權西路,新北投,30,12,18,10.1
民權西路,復興崗,30,12,18,10.68
民權西路,忠義,35,14,21,12.13
民權西路,關渡,35,14,21,13
民權西路,竹圍,40,16,24,15.14
民權西路,紅樹林,45,18,27,17.05
民權西路,淡水,45,18,27,19.14
民權西路,頂埔,45,18,27,17.73
民權西路,永寧,40,16,24,15.78
民權西路,土城,40,16,24,14.67
民權西路,海山,35,14,21,13.2
民權西路,亞東醫院,35,14,21,11.56
民權西路,府中,30,12,18,10.28
民權西路,板橋,30,12,18,9.63
民權西路,新埔,30,12,18,8.35
民權西路,江子翠,25,10,15,7.48
民權西路,龍山寺,20,8,12,4.4
民權西路,西門,20,8,12,3.09
民權西路,善導寺,20,8,12,2.42
民權西路,忠孝新生,20,8,12,3.36
民權西路,忠孝復興,20,8,12,4.48
民權西路,忠孝敦化,25,10,15,5.15
民權西路,國父紀念館,25,10,15,5.88
民權西路,市政府,25,10,15,6.72
民權西路,永春,25,10,15,7.7
民權西路,後山埤,30,12,18,8.52
民權西路,昆陽,30,12,18,9.88
民權西路,南港,35,14,21,11.3
民權西路,南港展覽館,35,14,21,12.39
民權西路,象山,30,12,18,8.09
民權西路,台北101/世貿,25,10,15,7.36
民權西路,信義安和,25,10,15,6.36
民權西路,大安,25,10,15,5.37
民權西路,大安森林公園,25,10,15,5.23
民權西路,北門,20,8,12,2.34
民權西路,中山,20,8,12,1.08
民權西路,松江南京,20,8,12,2.38
民權西路,南京復興,20,8,12,3.37
民權西路,台北小巨蛋,20,8,12,4.31
民權西路,南京三民,25,10,15,5.5
民權西路,松山,25,10,15,6.86
民權西路,輔大,30,12,18,9.6
民權西路,新莊,25,10,15,7.86
民權西路,頭前庄,25,10,15,6.85
民權西路,先嗇宮,25,10,15,5.57
民權西路,三重,20,8,12,3.85
民權西路,菜寮,20,8,12,2.98
民權西路,台北橋,20,8,12,1.99
民權西路,大橋頭,20,8,12,0.66
民權西路,民權西路,20,8,12,0
民權西路,中山國小,20,8,12,0.71
民權西路,行天宮,20,8,12,1.66
民權西路,松江南京,20,8,12,2.38
民權西路,忠孝新生,20,8,12,3.36
民權西路,東門,20,8,12,4.56
民權西路,蘆洲,25,10,15,6.67
民權西路,三民高中,25,10,15,5.51
民權西路,徐匯中學,20,8,12,4.6
民權西路,三和國中,20,8,12,3.77
